city,timestamp,temperature,season
New York,2010-01-01,4.502302284154514,winter
New York,2010-01-02,6.271955914934091,winter
New York,2010-01-03,5.597785835092042,winter
New York,2010-01-04,2.531934563735359,winter
New York,2010-01-05,3.2879906820579907,winter
New York,2010-01-06,-3.254889867573251,winter
New York,2010-01-07,9.073034869721573,winter
New York,2010-01-08,-10.351356440713753,winter
New York,2010-01-09,1.9225980696701068,winter
New York,2010-01-10,-1.335023367570522,winter
New York,2010-01-11,0.0041039998518634935,winter
New York,2010-01-12,-1.3451931797188057,winter
New York,2010-01-13,2.8953325757260346,winter
New York,2010-01-14,2.5093620869543,winter
New York,2010-01-15,-4.849500477880763,winter
New York,2010-01-16,6.746346921801982,winter
New York,2010-01-17,3.1923102979565536,winter
New York,2010-01-18,-9.611939135043183,winter
New York,2010-01-19,11.29513278557295,winter
New York,2010-01-20,-1.6881503755581426,winter
New York,2010-01-21,0.003535709892049645,winter
New York,2010-01-22,3.5468224909331147,winter
New York,2010-01-23,-0.4686351041759606,winter
New York,2010-01-24,11.071129990598724,winter
New York,2010-01-25,0.0907989969662564,winter
New York,2010-01-26,-1.9991366693957264,winter
New York,2010-01-27,2.8285443563163994,winter
New York,2010-01-28,5.516014583316901,winter
New York,2010-01-29,-1.315198989464863,winter
New York,2010-01-30,0.21491528420926195,winter
New York,2010-01-31,-1.4742360169726576,winter
New York,2010-02-01,1.2100148854397101,winter
New York,2010-02-02,7.441253466908053,winter
New York,2010-02-03,-5.562499629273026,winter
New York,2010-02-04,-0.8540364489933325,winter
New York,2010-02-05,2.676527835996162,winter
New York,2010-02-06,-0.21927504087844482,winter
New York,2010-02-07,9.504139997563255,winter
New York,2010-02-08,0.7937528385904574,winter
New York,2010-02-09,4.196269818405761,winter
New York,2010-02-10,-2.2664221571084395,winter
New York,2010-02-11,7.605869771557211,winter
New York,2010-02-12,-2.285831237741807,winter
New York,2010-02-13,3.3728638742800006,winter
New York,2010-02-14,5.783393271962684,winter
New York,2010-02-15,2.384376316264354,winter
New York,2010-02-16,-6.7609649090607435,winter
New York,2010-02-17,-15.990609799897253,winter
New York,2010-02-18,-1.0336516997667553,winter
New York,2010-02-19,-3.0307710186712002,winter
New York,2010-02-20,-0.021949515426028847,winter
New York,2010-02-21,1.1207878348020641,winter
New York,2010-02-22,-2.8532276046489136,winter
New York,2010-02-23,-0.39218353144462237,winter
New York,2010-02-24,-1.5608999644265786,winter
New York,2010-02-25,-0.8702003097454039,winter
New York,2010-02-26,-2.0598036455796604,winter
New York,2010-02-27,2.272688847351865,winter
New York,2010-02-28,-0.5605323824403767,winter
New York,2010-03-01,13.507788193146382,spring
New York,2010-03-02,7.530382292470931,spring
New York,2010-03-03,14.915299290220768,spring
New York,2010-03-04,11.092773645560088,spring
New York,2010-03-05,17.541463116912592,spring
New York,2010-03-06,14.562082785492985,spring
New York,2010-03-07,15.254553753522822,spring
New York,2010-03-08,8.94578596346537,spring
New York,2010-03-09,16.37346378722625,spring
New York,2010-03-10,-1.1617288399027292,spring
New York,2010-03-11,13.789618642317885,spring
New York,2010-03-12,23.505019445179823,spring
New York,2010-03-13,9.651092310984337,spring
New York,2010-03-14,12.595954726092586,spring
New York,2010-03-15,15.014986405117355,spring
New York,2010-03-16,7.748172999591965,spring
New York,2010-03-17,9.009507628697753,spring
New York,2010-03-18,11.92301696927907,spring
New York,2010-03-19,4.2728634350178405,spring
New York,2010-03-20,10.99341569673472,spring
New York,2010-03-21,10.816233290284652,spring
New York,2010-03-22,16.610444561280243,spring
New York,2010-03-23,16.1165581379029,spring
New York,2010-03-24,16.32378504665582,spring
New York,2010-03-25,6.872039361208192,spring
New York,2010-03-26,11.480771019436832,spring
New York,2010-03-27,9.207311545399048,spring
New York,2010-03-28,0.9634593706004657,spring
New York,2010-03-29,13.765511703927013,spring
New York,2010-03-30,8.999006441022626,spring
New York,2010-03-31,7.028348754788055,spring
New York,2010-04-01,5.759196523268994,spring
New York,2010-04-02,7.923691960470492,spring
New York,2010-04-03,4.8257676922663055,spring
New York,2010-04-04,9.28321648926569,spring
New York,2010-04-05,10.85202377361297,spring
New York,2010-04-06,19.291801510153146,spring
New York,2010-04-07,10.948578888856641,spring
New York,2010-04-08,11.921259483998021,spring
New York,2010-04-09,7.3789382958412295,spring
New York,2010-04-10,7.540417337688547,spring
New York,2010-04-11,13.398718803350128,spring
New York,2010-04-12,7.187504425439114,spring
New York,2010-04-13,9.80163530277755,spring
New York,2010-04-14,14.716661173286116,spring
New York,2010-04-15,9.285983994308406,spring
New York,2010-04-16,16.15480890622165,spring
New York,2010-04-17,5.510353982799283,spring
New York,2010-04-18,11.783313527063969,spring
New York,2010-04-19,11.338959956214728,spring
New York,2010-04-20,10.676169211846483,spring
New York,2010-04-21,23.370649373885936,spring
New York,2010-04-22,16.27570310787897,spring
New York,2010-04-23,10.938107856319109,spring
New York,2010-04-24,18.290701281430533,spring
New York,2010-04-25,8.35296849020099,spring
New York,2010-04-26,7.399609247998986,spring
New York,2010-04-27,12.588371927017583,spring
New York,2010-04-28,10.930206409898158,spring
New York,2010-04-29,18.45297928069169,spring
New York,2010-04-30,10.045539444225938,spring
New York,2010-05-01,13.017263785174546,spring
New York,2010-05-02,10.275440102440193,spring
New York,2010-05-03,9.95426074825091,spring
New York,2010-05-04,13.972480662328351,spring
New York,2010-05-05,10.794986431081208,spring
New York,2010-05-06,12.640367579560822,spring
New York,2010-05-07,13.380676727804342,spring
New York,2010-05-08,8.959667868057732,spring
New York,2010-05-09,12.326257854109398,spring
New York,2010-05-10,12.471487832580967,spring
New York,2010-05-11,13.034756130045068,spring
New York,2010-05-12,8.264880754839513,spring
New York,2010-05-13,7.028518743599589,spring
New York,2010-05-14,14.086618808958868,spring
New York,2010-05-15,15.389489031605113,spring
New York,2010-05-16,8.72515184403344,spring
New York,2010-05-17,13.838876165230124,spring
New York,2010-05-18,5.04413895812293,spring
New York,2010-05-19,15.251831935079048,spring
New York,2010-05-20,13.998063579551703,spring
New York,2010-05-21,17.67957161389592,spring
New York,2010-05-22,7.477274453337999,spring
New York,2010-05-23,6.770270368536238,spring
New York,2010-05-24,14.153633324564689,spring
New York,2010-05-25,6.606627583174987,spring
New York,2010-05-26,5.436756265994421,spring
New York,2010-05-27,5.597826517880952,spring
New York,2010-05-28,12.634936886158288,spring
New York,2010-05-29,3.386345568165061,spring
New York,2010-05-30,2.697302669655739,spring
New York,2010-05-31,11.533055928269322,spring
New York,2010-06-01,27.985628250056035,summer
New York,2010-06-02,21.03836741517443,summer
New York,2010-06-03,27.973395765353718,summer
New York,2010-06-04,35.9382999042557,summer
New York,2010-06-05,29.468516048740916,summer
New York,2010-06-06,21.057882111484666,summer
